,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.7129366377650129,0.8049230620538479,0.6398183431643786,
1,0.8,0.43659974660479306,0.8838931391813022,0.2898974045979016,
2,0.4,0.5976515147167333,0.8577918684163053,0.4585793300602822,
3,0.6,0.43254327316806573,0.860032877491693,0.2889281089196283,
4,1,0.42454353699310066,0.8842805321000514,0.27932342933953147,
