,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.9099415469578315,0.8347639930852687,1.0,
1,0.8,0.5150442567575446,0.8235930801655996,0.374676429258191,
2,0.4,0.8064993664777175,0.8306801186296082,0.7836865767501606,
3,0.6,0.49452728286265224,0.8235720664351522,0.3533514682290577,
4,1,0.543540665758157,0.851103737734838,0.3992601568977613,
