,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.757611260045952,0.9711318015514128,0.6210601719197708,
1,0.8,0.28335086537145604,0.9994493521790343,0.16507545426547587,
2,0.4,0.42203441020591825,0.8431495568134364,0.28145856240570744,
3,0.6,0.2547991683446375,0.9987061809411634,0.14602753225336107,
4,1,0.33212072983573004,1.0,0.19912756023583134,
