,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.9116184367432212,0.8375908482089435,1.0,
1,0.8,0.4987695974232458,0.8237413417979602,0.3576673256142333,
2,0.4,0.7735902534663253,0.831062132120116,0.7235531309297913,
3,0.6,0.4986301414028623,0.8229810689668301,0.3576673256142333,
4,1,0.6165103462742297,0.8510232667830634,0.4833230389129092,
