,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.596887731428879,0.9909068506559962,0.4270698614997531,
1,0.8,0.4274788687127007,0.9997458567869058,0.2718617912420651,
2,0.4,0.5515499729637691,0.9982002704209089,0.3810479397683626,
3,0.6,0.45446401023291244,0.9995411963770003,0.2940891456678574,
4,1,0.3744426779644268,0.9999524895477004,0.23034978280512375,
