,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.8388172577943211,0.9062359871886091,0.780735072445323,
1,0.8,0.7589062966538693,0.6132260363967563,0.9953701306769938,
2,0.4,0.7810915464779461,0.9059754240695883,0.686465887165348,
3,0.6,0.7810915464779461,0.9059754240695883,0.686465887165348,
4,1,0.7588635525316035,0.613226939314988,0.995220704328155,
