,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.5087187493351562,0.9926590693257005,0.3419913917866435,
1,0.4,0.5101651558649223,0.99593027821148,0.34291051009741824,
2,0.6,0.8244421857995623,0.7670533227171209,0.8911128483611281,
3,0.8,0.5483335745926814,0.9830178119670677,0.3802080070171042,
4,1,0.5210733165496363,0.9832475135740383,0.35445990545906814,
