,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.757611260045952,0.9711318015514128,0.6210601719197708,
1,0.8,0.265372149170476,0.9994493521790343,0.1529979577071371,
2,0.4,0.5940809976554758,0.8427667535154388,0.4587205667847468,
3,0.6,0.360082656241468,0.99727855870082,0.2197053064841148,
4,1,0.2570588105839978,1.0,0.1474856479065304,
