,processed_variants,f_measure,fitness,precision,no_model_change
0,0.2,0.6612176022340037,0.9257724565060791,0.5142594296228151,
1,0.8,0.40873525731452376,0.7891816936810311,0.2757854179016005,
2,0.4,0.6541024602058115,0.926162273809598,0.505586592178771,
3,0.6,0.5859745458543748,0.9181290531754007,0.4303025905231841,
4,1,0.3625495129294728,0.7898364555857929,0.23527180783817947,
